report,justification_de_url,justification_en_url,TA
"Ivacaftor (neues Anwendungsgebiet: Zystische Fibrose, Kombinationstherapie mit Ivacaftor/Tezacaftor/Elexacaftor bei Patienten ab 12 Jahren (homozygot bzgl. F508del-Mutation))",https://www.g-ba.de/downloads/40-268-7319/2021-02-18_AM-RL-XII_Ivacaftor-nAWG_D-587_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7319/2021-02-18_AM-RL-XII_Ivacaftor_D-587_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (neues Anwendungsgebiet: Zystische Fibrose, Patienten von 12 < 24 Monate)",https://www.g-ba.de/downloads/40-268-6373/2020-02-20_AM-RL-XII_Ivacaftor_D-481_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6373/2020-02-20_AM-RL-XII_Ivacaftor_D-481_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (neues Anwendungsgebiet: zystische Fibrose, R117H-Mutation, 2–5 Jahre, > 18 Jahre)",https://www.g-ba.de/downloads/40-268-3797/2016-06-02_AM-RL-XII_Ivacaftor_nAWG_2015-12-15-D-200_TrG.pdf,,Stoffwechselkrankheiten
"Ivacaftor (neues Anwendungsgebiet: zystische Fibrose, div. Mutationen, ≥ 6 Jahre)",https://www.g-ba.de/downloads/40-268-3114/2015-02-19_AM-RL-XII_Ivacaftor-nAWG_2014-09-01-D-133_TrG.pdf,,Stoffwechselkrankheiten
"Ivacaftor (neues Anwendungsgebiet: zystische Fibrose, ≥ 12 Jahre, Kombination mit Tezacaftor)",https://www.g-ba.de/downloads/40-268-5643/2019-03-22_AM-RL-XII_Ivacaftor_D-417_TrG.pdf,,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, G551D-Mutation, ≥ 6 Jahre)",https://www.g-ba.de/downloads/40-268-6360/2020-02-20_AM-RL-XII_Ivacaftor_D-431_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6360/2020-02-20_AM-RL-XII_Ivacaftor_D-431_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, Patienten von 2–5 Jahren)",https://www.g-ba.de/downloads/40-268-6368/2020-02-20_AM-RL-XII_Ivacaftor_D-479_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6368/2020-02-20_AM-RL-XII_Ivacaftor_D-479_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, R117H-Mutation, ≥ 18 Jahre)",https://www.g-ba.de/downloads/40-268-6365/2020-02-20_AM-RL-XII_Ivacaftor_D-480_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6365/2020-02-20_AM-RL-XII_Ivacaftor_D-480_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, diverse Gating-Mutationen, ≥ 6 Jahre)",https://www.g-ba.de/downloads/40-268-6361/2020-02-20_AM-RL-XII_Ivacaftor_D-478_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6361/2020-02-20_AM-RL-XII_Ivacaftor_D-478_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, heterozygot bzgl. F508del, ≥ 12 Jahre, Kombination mit Tezacaftor)",https://www.g-ba.de/downloads/40-268-6374/2020-02-20_AM-RL-XII_Ivacaftor_D-477_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6374/2020-02-20_AM-RL-XII_Ivacaftor_D-477_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor (Überschreitung 50 Mio. € Grenze: Zystische Fibrose, homozygot bzgl. F508del, ≥ 12 Jahre, Kombination mit Tezacaftor)",https://www.g-ba.de/downloads/40-268-6358/2020-02-20_AM-RL-XII_Ivacaftor_D-476_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6358/2020-02-20_AM-RL-XII_Ivacaftor_D-476_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor / Tezacaftor / Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und Gating-Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor / Tezacaftor / Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und RF-Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor / Tezacaftor / Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, F508del-Mutation, heterozygot und andere bzw. unbekannte Mutation, ≥ 6 bis ≤ 11 Jahre, Kombination mit Ivacaftor)",,,Stoffwechselkrankheiten
"Ivacaftor / Tezacaftor / Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor, 6 bis ≤ 11 Jahre (homozygot bzgl. F508del-Mutation))",,,Stoffwechselkrankheiten
"Ivacaftor / Tezacaftor / Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor, ab 6 bis ≤ 11 Jahre (heterozygot bzgl. F508del- und MF-Mutation))",,,Stoffwechselkrankheiten
"Ivacaftor/Tezacaftor/Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und Gating-Mutation (inkl. R117H))",https://www.g-ba.de/downloads/40-268-8037/2021-11-19_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-685_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8037/2021-11-19_AM-RL-XII_Ivacaftor-tezacaftor-elexacaftor_D-685_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor/Tezacaftor/Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und RF-Mutation))",https://www.g-ba.de/downloads/40-268-8032/2021-11-19_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-687_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8032/2021-11-19_AM-RL-XII_Ivacaftor-tezacaftor-elexacaftor_D-687_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor/Tezacaftor/Elexacaftor (Neues Anwendungsgebiet: Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor bei Personen ab 12 Jahren (heterozygot bzgl. F508del- und andere bzw. unbekannter Mutation))",https://www.g-ba.de/downloads/40-268-8031/2021-11-19_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-689_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8031/2021-11-19_AM-RL-XII_Ivacaftor-tezacaftor-elexacaftor_D-689_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor/Tezacaftor/Elexacaftor (Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor bei Patienten ab 12 Jahren (heterozygot bzgl. F508del und MF-Mutation))",https://www.g-ba.de/downloads/40-268-7316/2021-02-18_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-584_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7316/2021-02-18_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-584_TrG_EN.pdf,Stoffwechselkrankheiten
"Ivacaftor/Tezacaftor/Elexacaftor (Zystische Fibrose, Kombinationsbehandlung mit Ivacaftor bei Patienten ab 12 Jahren (homozygot bzgl. F508del-Mutation))",https://www.g-ba.de/downloads/40-268-7320/2021-02-18_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-585_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7320/2021-02-18_AM-RL-XII_Ivacaftor-Tezacaftor-Elexacaftor_D-585_TrG_EN.pdf,Stoffwechselkrankheiten
Ivermectin (entzündlichen Läsionen der Rosacea),https://www.g-ba.de/downloads/40-268-3549/2016-01-21_AM-RL-XII_Ivermectin_2015-06-01-D-170-Therapiekosten_TrG.pdf,,Hauterkrankungen
"Ixazomib (Multiples Myelom, mind. 1 Vortherapie, Kombination mit Lenalidomid und Dexamethason)",https://www.g-ba.de/downloads/40-268-7013/2020-11-05_AM-RL-XII_Ixazomib_D-272_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5975/2019-09-05_AM-RL-XII_Ixazomib_D-272_TrG_EN.pdf,onkologische Erkrankungen
"Ixazomib (Neubewertung nach Fristablauf: Multiples Myelom, mind. 1 Vortherapie, Kombination mit Lenalidomid und Dexamethason)",https://www.g-ba.de/downloads/40-268-8442/2022-04-21_AM-RL-XII_Ixazomib_D-753_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8442/2022-04-21_AM-RL-XII_Ixazomib_D-753_TrG_EN.pdf,onkologische Erkrankungen
Ixekizumab (Neues Anwendungsgebiet: Axiale Spondyloarthritis),https://www.g-ba.de/downloads/40-268-7241/2021-01-21_AM-RL-XII_Ixekizumab_D-569_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7241/2021-01-21_AM-RL-XII_Ixekizumab_D-569_TrG_EN.pdf,Krankheiten des Muskel-Skelett-Systems
"Ixekizumab (Neues Anwendungsgebiet: Plaque-Psoriasis  bei Kindern und Jugendlichen  ≥ 6 bis < 18 Jahre, Körpergewicht ≥ 25 kg)",https://www.g-ba.de/downloads/40-268-7360/2021-03-10_AM-RL-XII_Ixekizumab_D-570_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7240/2021-01-21_AM-RL-XII_Ixekizumab_D-570_TrG_EN.pdf,Hauterkrankungen
Ixekizumab (Plaque-Psoriasis),https://www.g-ba.de/downloads/40-268-4526/2017-08-17_AM-RL-XII_Ixekizumab_D-275_TrG.pdf,,Hauterkrankungen
Ixekizumab (neues Anwendungsgebiet: Psoriasis-Arthritis),https://www.g-ba.de/downloads/40-268-5189/2018-08-16_AM-RL-XII_Ixekizumab_nAWG_D-343_TrG-15-10-2018.pdf,,Krankheiten des Muskel-Skelett-Systems
Lanadelumab (Hereditäres Angioödem),https://www.g-ba.de/downloads/40-268-5909/2019-08-01_AM-RL-XII_Lanadelumab_D-420_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5909/2019-08-01_AM-RL-XII_Lanadelumab_D-420_TrG_EN.pdf,Sonstiges
"Lanadelumab (Überschreitung 50 Mio. € Grenze: hereditäres Angioödem, Prophylaxe, ≥ 12 Jahre)",https://www.g-ba.de/downloads/40-268-8000/2021-11-04_AM-RL-XII_Lanadelumab_D-681_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8000/2021-11-04_AM-RL_XII_Lanadelumab_D-681_TrG_EN.pdf,Sonstiges
Landiololhydrochlorid,https://www.g-ba.de/downloads/40-268-4685/2017-10-19_35a_Freistellung_Landiololhydrochlorid_F-001w_TrG.pdf,,Herz-Kreislauf-Erkrankungen
"Larotrectinib (Solide Tumore, neurotrophen Tyrosin-Rezeptor-Kinase (NTRK)-Genfusion, histologieunabhängig)",https://www.g-ba.de/downloads/40-268-6479/2020-04-02_AM-RL-XII_Larotrectinib_D-495_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6479/2020-04-02_AM-RL-XII_Larotrectinib_D-495_TrG_EN.pdf,onkologische Erkrankungen
Ledipasvir/Sofosbuvir (Chronische Hepatitis C),https://www.g-ba.de/downloads/40-268-3225/2015-05-21_AM-RL-XII_Ledipasvir-Sofosbuvir_2014-12-01-D-143_TrG.pdf,,Infektionskrankheiten
"Ledipasvir/Sofosbuvir (Neues Anwendungsgebiet: Chronische Hepatitis C, 3 bis <12 Jahre)",https://www.g-ba.de/downloads/40-268-7235/2021-01-21_AM-RL-XII_Ledipasvir-Sofosbuvir_D-563_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7235/2021-01-21_AM-RL-XII_Ledipasvir-Sofosbuvir_D-563_TrG_EN.pdf,Infektionskrankheiten
"Ledipasvir/Sofosbuvir (neues Anwendungsgebiet: Chronische Hepatitis C, 12 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-4805/2018-02-15_AM-RL-XII_Ledipasvir-Sofosbuvir-nAWG_D-304_TrG.pdf,,Infektionskrankheiten
Lenvatinib,https://www.g-ba.de/downloads/40-268-3495/2015-12-17_AM-RL-XII_Lenvatinib_2015-07-01-D-164_TrG.pdf,,onkologische Erkrankungen
Lenvatinib (Bewertung nach Aufhebung des Orphan Drug-Status: Schilddrüsenkarzinom),https://www.g-ba.de/downloads/40-268-5934/2019-08-15_AM-RL-XII_Lenvatinib_D-428_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5934/2019-08-15_AM-RL-XII_Lenvatinib_D-428_TrG_EN.pdf,onkologische Erkrankungen
Lenvatinib (Neubewertung nach Fristablauf: Nierenzellkarzinom),https://www.g-ba.de/downloads/40-268-7653/2021-07-01_AM-RL-XII_Lenvatinib_D-620_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7653/2021-07-01_AM-RL-XII_Lenvatinib_D-620_TrG_EN.pdf,onkologische Erkrankungen
"Lenvatinib (Neues Anwendungsgebiet: Endometriumkarzinom, nach Platin-basierter Therapie, Kombination mit Pembrolizumab)",,,onkologische Erkrankungen
"Lenvatinib (Neues Anwendungsgebiet: fortgeschrittenes Nierenzellkarzinom, Erstlinie, Kombination mit Pembrolizumab)",,,onkologische Erkrankungen
Lenvatinib (neues Anwendungsgebiet: Hepatozelluläres Karzinom),https://www.g-ba.de/downloads/40-268-5644/2019-03-22_AM-RL-XII_Lenvatinib-nAWG_D-379_TrG.pdf,,onkologische Erkrankungen
Lenvatinib (neues Anwendungsgebiet: Nierenzellkarzinom),https://www.g-ba.de/downloads/40-268-4251/2017-03-16_AM-RL-XII_Lenvatinib_D-257_TrG.pdf,,onkologische Erkrankungen
Letermovir (Cytomegalievirus-Infektion),https://www.g-ba.de/downloads/40-268-5164/2018-08-02_AM-RL-XII_Letermovir_D-342_TrG.pdf,,Infektionskrankheiten
Levofloxacin/Dexamethason (Infektionen und Entzündungen im Zusammenhang mit Kataraktoperationen),https://www.g-ba.de/downloads/40-268-7676/2021-07-15_AM-RL-XII_Levofloxacin-Dexamethason_D-636_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7676/2021-07-15_AM-RL-XII_Levofloxacin-Dexamethason_D-636_TrG_EN.pdf,Augenerkrankungen
Linaclotid (Reizdarmsyndrom mit Obstipation),https://www.g-ba.de/downloads/40-268-2659/2014-01-23_AM-RL-XII_Linaclotid_TK_TrG.pdf,,Krankheiten des Verdauungssystems
Linagliptin,https://www.g-ba.de/downloads/40-268-5891/2019-07-18_AM-RL-XII_Linagliptin_Veranlassung-erneute-NB_TrG.pdf,,Stoffwechselkrankheiten
Linagliptin (Erneute Nutzenbewertung: Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-5891/2019-07-18_AM-RL-XII_Linagliptin_Veranlassung-erneute-NB_TrG.pdf,,Stoffwechselkrankheiten
Linagliptin (neues Anwendungsgebiet: Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-5891/2019-07-18_AM-RL-XII_Linagliptin_Veranlassung-erneute-NB_TrG.pdf,,Stoffwechselkrankheiten
"Lisdexamfetamindimesilat (Aufmerksamkeitsdefizit-Hyperaktivitäts-Störungen,  ≥ 6 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-2558/2013-11-14_AM-RL-XII_Lisdexamfetamin_TrG.pdf,,Psychische Erkrankungen
"Lisdexamfetamindimesilat (neues Anwendungsgebiet: Aufmerksamkeitsdefizit-Hyperaktivitäts-Störungen, ≥ 18 Jahre)",https://www.g-ba.de/downloads/40-268-6054/2019-10-17_AM-RL-XII_Lisdexamfetamindimesilat_nAWG_D-452_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6054/2019-10-17_AM-RL-XII_Lisdexamfetamindimesilat_D-452_TrG_EN.pdf,Psychische Erkrankungen
Lixisenatid (Diabetes mellitus Typ 2),https://www.g-ba.de/downloads/40-268-4808/2018-02-15_AM-RL-XII_Lixisenatid_erneute-Nutzenbewertung_TrG.pdf,,Stoffwechselkrankheiten
Lomitapid,https://www.g-ba.de/downloads/40-268-2834/2014-06-05_AM-RL-XII_Lomitapid_2013-12-15-D-093_TrG.pdf,,Stoffwechselkrankheiten
Lomitapid (Neubewertung nach Fristablauf: Hypercholesterinämie),https://www.g-ba.de/downloads/40-268-3455/2015-11-27_AM-RL-XII_Lomitapid_2015-06-15-D-169_TrG.pdf,,Stoffwechselkrankheiten
Lonoctocog alfa (Hämophilie A),https://www.g-ba.de/downloads/40-268-4484/2017-07-20_AM-RL-XII_Lonoctocog-alfa_D-273-TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
"Lorlatinib (Neues Anwendungsgebiet: Nicht-kleinzelliges Lungenkarzinom, ALK+, Erstlinie)",,,onkologische Erkrankungen
"Lorlatinib (nicht-kleinzelliges Lungenkarzinom, ALK+, vorbehandelte Patienten)",https://www.g-ba.de/downloads/40-268-6147/2019-11-22_AM-RL-XII_Lorlatinib_D-451_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6147/2019-11-22_AM-RL-XII_Lorlatinib_D-451_TrG_EN.pdf,onkologische Erkrankungen
"Lumacaftor/Ivacaftor (Neubewertung nach Fristablauf: zystische Fibrose, homozygot F508del-Mutation im CFTR-Gen, ≥ 2 bis ≤ 5 Jahre)",https://www.g-ba.de/downloads/40-268-8361/2022-03-18_AM-RL-XII_Lumacaftor-Ivacaftor_D-733_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8361/2022-03-18_AM-Rl-XII_Lumacaftor-Ivacaftor_D-733_TrG_EN.pdf,Stoffwechselkrankheiten
"Lumacaftor/Ivacaftor (neues Anwendungsgebiet: zystische Fibrose, homozygot F508del-Mutation im CFTR-Gen, 2–5 Jahre)",https://www.g-ba.de/downloads/40-268-5938/2019-08-15_AM-RL-XII_Lumacaftor-Ivacaftor_D-432_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5938/2019-08-15_AM-RL-XII_Lumacaftor_Ivacaftor_nAWG_D-432_TrG_EN.pdf,Stoffwechselkrankheiten
"Lumacaftor/Ivacaftor (neues Anwendungsgebiet: zystische Fibrose, homozygot F508del-Mutation im CFTR-Gen, ≥ 6 Jahre)",https://www.g-ba.de/downloads/40-268-5174/2018-08-02_AM-RL-XII_Lumacaftor-Ivacaftor_D-339_TrG.pdf,,Stoffwechselkrankheiten
"Lumacaftor/Ivacaftor (zystische Fibrose, > 12 Jahre, homozygot  F508del-Mutation)",https://www.g-ba.de/downloads/40-268-3799/2016-06-02_AM-RL-XII_Lumacaftor-Ivacaftor_D-204_TrG.pdf,,Stoffwechselkrankheiten
Lumasiran (Hyperoxalurie),https://www.g-ba.de/downloads/40-268-7656/2021-07-01_AM-RL-XII_Lumasiran_D-622_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7656/2021-07-01_AM-RL-XII_Lumasiran_D-622_TrG_EN.pdf,Stoffwechselkrankheiten
Lurasidon (Schizophrenie),https://www.g-ba.de/downloads/40-268-3189/2015-04-16_AM-RL-XII_Lurasidon_2014-11-01-D-142_TrG.pdf,,Psychische Erkrankungen
Luspatercept (Myelodysplastische Syndrome (MDS)),https://www.g-ba.de/downloads/40-268-7239/2021-01-21_AM-RL-XII_Luspatercept_MDS_D-561_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Luspatercept (β-Thalassämie),https://www.g-ba.de/downloads/40-268-7234/2021-01-21_AM-RL-XII_Luspatercept_D-560_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7234/2021-01-21_AM-RL-XII_Luspatercept_D-560_TrG_EN.pdf,Krankheiten des Blutes und der blutbildenden Organe
Lusutrombopag (Thrombozytopenie bei chronischer Lebererkrankung),https://www.g-ba.de/downloads/40-268-8512/2022-05-19_AM-RL-XII_Lusutrombopag_D-731_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Lutetium-(177Lu)-Oxodotreotid,https://www.g-ba.de/downloads/40-268-4686/2017-10-19_35a_Freistellung_Lutetium-177Lu-Oxodotreotid_F-003_TrG.pdf,,onkologische Erkrankungen
Macitentan,https://www.g-ba.de/downloads/40-268-2888/2014-07-17_AM-RL-XII_Macitentan_2014-02-01-D-096_TrG.pdf,,Herz-Kreislauf-Erkrankungen
Macitentan (Überschreitung 50 Mio € Grenze: Pulmonal arterielle Hypertonie),https://www.g-ba.de/downloads/40-268-4310/2017-04-06_AM-RL-XII_Macitentan_D-260_TrG.pdf,,Herz-Kreislauf-Erkrankungen
Melatonin,https://www.g-ba.de/downloads/40-268-5853/2019-07-04_AM-RL-XII_Melatonin_D-423_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5853/2019-07-04_AM-RL-XII_Melatonin_D-423_TrG_EN.pdf,Krankheiten des Nervensystems
Mepolizumab (Asthma bronchiale),https://www.g-ba.de/downloads/40-268-5461/2018-12-06_AM-RL-XII_Mepolizumab_D-211_TrG.pdf,,Krankheiten des Atmungssystems
Mepolizumab (Neues Anwendungsgebiet: Chronische Rhinosinusitis mit Nasenpolypen),https://www.g-ba.de/downloads/40-268-8516/2022-05-19_AM-RL-XII_Mepolizumab_D-746_TrG.pdf,,Krankheiten des Atmungssystems
Mepolizumab (Neues Anwendungsgebiet: Hypereosinophiles Syndrom),https://www.g-ba.de/downloads/40-268-8517/2022-05-19_AM-RL-XII_Mepolizumab_D-748_TrG.pdf,,Krankheiten des Blutes und der blutbildenden Organe
Mepolizumab (Neues Anwendungsgebiet: eosinophile Granulomatose mit Polyangiitis),https://www.g-ba.de/downloads/40-268-8513/2022-05-19_AM-RL-XII_Mepolizumab_D-747_TrG.pdf,,Krankheiten des Muskel-Skelett-Systems
"Mepolizumab (neues Anwendungsgebiet: Asthma bronchiale, ≥ 6 bis < 18 Jahre)",https://www.g-ba.de/downloads/40-268-5651/2019-03-22_AM-RL-XII_Mepolizumab_D-390_TrG.pdf,,Krankheiten des Atmungssystems
Metreleptin (Liposystrophie),https://www.g-ba.de/downloads/40-268-5641/2019-03-22_AM-RL-XII_Metreleptin_D-385_TrG.pdf,,Stoffwechselkrankheiten
Mexiletin,https://www.g-ba.de/downloads/40-268-5912/2019-08-01_AM-RL-XII_Mexiletin_D-427_TrG.pdf,https://www.g-ba.de/downloads/40-1465-5912/2019-08-01_AM-RL-XII_Mexiletin_D-427_TrG_EN.pdf,Krankheiten des Nervensystems
Midostaurin (Akute myeloische Leukämie; Systemische Mastozytose),https://www.g-ba.de/downloads/40-268-4916/2018-04-05_AM-RL-XII_Midostaurin_AML_D-319_TrG.pdf,,onkologische Erkrankungen
Migalastat (Morbus Fabry),,,Stoffwechselkrankheiten
"Migalastat (Neues Anwendungsgebiet: Morbus Fabry, 12 bis < 16 Jahre)",https://www.g-ba.de/downloads/40-268-8268/2022-02-17_AM-RL-XII_Migalastat_D-727_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8268/2022-02-17_AM-RL-XII_Migalastat_D-727_TrG_EN.pdf,Stoffwechselkrankheiten
Mirabegron (Überaktive Blase),https://www.g-ba.de/downloads/40-268-3007/2014-11-20_AM-RL-XII_Mirabegron_2014-06-01-D-110_TrG.pdf,,Krankheiten des Urogenitalsystems
Misoprostol (Bekannter Wirkstoff mit neuem Unterlagenschutz: Geburtseinleitung),https://www.g-ba.de/downloads/40-268-8272/2022-02-17_AM-RL-XII_Misoprostol_D-730_TrG.pdf,https://www.g-ba.de/downloads/40-1465-8272/2022-02-17_AM-RL-XII_Misoprostol_D-730_TrG_EN.pdf,Sonstiges
Mogamulizumab (Mycosis Fungoides; Sézary Syndrom),https://www.g-ba.de/downloads/40-268-7106/2020-12-03_AM-RL-XII_Mogamulizumab_D-544_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7106/2020-12-03_AM-RL_Mogamulizumab_D-544_TrG_EN.pdf,onkologische Erkrankungen
Naldemedin (Opioid-induzierte Obstipation),https://www.g-ba.de/downloads/40-268-7017/2020-11-05_AM-RL-XII_Naldemedin_D-512_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7017/2020-11-05_AM-RL-XII_Naldemedin_D-512_TrG_EN.pdf,Krankheiten des Verdauungssystems
Nalmefen (Reduktion des Alkoholkonsums bei Alkoholabhängigkeit),https://www.g-ba.de/downloads/40-268-3115/2015-02-19_AM-RL-XII_Nalmefen_2014-09-01-D-127_TrG.pdf,,Psychische Erkrankungen
Natrium-Zirkonium-Cyclosilikat (Hyperkaliämie),https://www.g-ba.de/downloads/40-268-7847/2021-09-16_AM-RL-XII_Natrium-Zirconium-Cyclosilicat_D-664_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7847/2021-09-16_AM-RL-XII_Natrium-Zirconium-Cyclosilicat_D-664_TrG_EN.pdf,Stoffwechselkrankheiten
Necitumumab (nicht-kleinzelliges Lungenkarzinom),https://www.g-ba.de/downloads/40-268-3974/2016-09-15_AM-RL-XII_Necitumumab_D-221_TrG.pdf,,onkologische Erkrankungen
Nepafenac (Postoperativer Schmerz nach Eingriff am Auge),https://www.g-ba.de/downloads/40-268-2603/2013-12-19_AM-RL-XII_Nepafenac_TrG.pdf,,Augenerkrankungen
"Neratinib (Mammakarzinom, HR+, HER2+, adjuvante Therapie)",https://www.g-ba.de/downloads/40-268-6566/2020-05-14_AM-RL_XII_Neratinib_D-506_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6566/2020-05-14_AM-RL-XII_Neratinib_D-506_TrG_EN.pdf,onkologische Erkrankungen
Netupitant/Palonosetron (Übelkeit und Erbrechen bei Chemotherapie),https://www.g-ba.de/downloads/40-268-3577/2016-02-04_AM-RL-XII_Netupitant_Palonosetron_2015-08-15-D-172_TrG.pdf,,Sonstiges
Nintedanib (Neues Anwendungsgebiet: Chronische progredient fibrosierende interstitielle Lungenerkrankungen),https://www.g-ba.de/downloads/40-268-7287/2021-02-04_AM-RL-XII_Nintedanib-PF-ILDs_D-568_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7287/2021-02-04_AM-RL-XII_Nintedanib-PF-ILD_D-568_TrG_EN.pdf,Krankheiten des Atmungssystems
Nintedanib (Neues Anwendungsgebiet: interstitielle Lungenerkrankung mit systemischer Sklerose),https://www.g-ba.de/downloads/40-268-7286/2021-02-04_AM-RL-XII_Nintedanib-SSc-ILD_D-546_TrG.pdf,https://www.g-ba.de/downloads/40-1465-7286/2021-02-04_AM-RL-XII_Nintedanib-SSC-ILD_D-546_TrG_EN.pdf,Krankheiten des Atmungssystems
Nintedanib (neues Anwendungsgebiet: idiopathische pulmonale Fibrose),https://www.g-ba.de/downloads/40-268-3339/2015-09-03_AM-RL-XII_Nintedanib_nAWG_2015-03-15-D-156_TrG.pdf,,Krankheiten des Atmungssystems
Nintedanib (nicht-kleinzelliges Lungenkarzinom),https://www.g-ba.de/downloads/40-268-3248/2015-06-18_AM-RL-XII_Nintedanib_2015-01-01-D-147_TrG.pdf,,onkologische Erkrankungen
Nintedanib (Überschreitung 50 Mio. € Grenze: Idiopathische pulmonale Fibrose),https://www.g-ba.de/downloads/40-268-6058/2019-10-17_AM-RL-XII_Nintedanib_D-450_TrG.pdf,https://www.g-ba.de/downloads/40-1465-6058/2019-10-17_AM-RL-XII_Nintdanib_D-450_TrG_EN.pdf,Krankheiten des Atmungssystems
